,0
1078,"{'word': 'careful with edges', 'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.1531}"
1079,zero
1080,zero
1081,"{'word': 'wastage of money', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1082,zero
1083,zero
1084,zero
1085,"{'word': 'bad quality', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
1086,zero
1087,zero
1088,zero
1089,zero
1090,zero
1091,zero
1092,"{'word': 'facility from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1093,zero
1094,zero
1095,zero
1096,zero
1097,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1098,zero
1099,zero
1100,zero
1101,zero
1102,"{'word': 'bad quality', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
1103,"{'word': 'bad installation', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
1104,"{'word': 'complaint', 'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}"
1105,"{'word': 'worst experience', 'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}"
1106,"{'word': ' wastage of money', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1107,"{'word': 'bad quality', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
1108,zero
1109,"{'word': 'purchase with wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1110,zero
1111,zero
1112,zero
1113,zero
1114,zero
1115,zero
1116,zero
1117,"{'word': 'waste of return', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1118,zero
1119,zero
1120,"{'word': 'product at price.storage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1121,"{'word': 'edges spacious.but', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1122,zero
1123,"{'word': 'bed in range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1124,"{'word': 'good price', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
1125,"{'word': 'nice finishing', 'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}"
1126,"{'word': 'worth for money', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
1127,zero
1128,zero
1129,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1130,"{'word': 'waste after buying', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1131,"{'word': 'damaged bed', 'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404}"
1132,zero
1133,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1134,zero
1135,zero
1136,zero
1137,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1138,zero
1139,zero
1140,zero
1141,"{'word': 'fungi', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1142,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1143,zero
1144,zero
1145,"{'word': 'unsafe for kids', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1146,zero
1147,zero
1148,zero
1149,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1150,"{'word': 'back side of coat', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1151,"{'word': 'do not buy this kind of material', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1152,zero
1153,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1154,zero
1155,"{'word': 'quality of bed so poor', 'neg': 0.499, 'neu': 0.501, 'pos': 0.0, 'compound': -0.6113}"
1156,"{'word': 'can not open things inside', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1157,"{'word': 'problem with height', 'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019}"
1158,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1159,zero
1160,zero
1161,zero
1162,"{'word': 'contact with water', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1163,"{'word': 'face of provisions', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1164,"{'word': 'provisions for bolts', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1165,"{'word': 'experience from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1166,"{'word': 'experience down', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1167,zero
1168,zero
1169,"{'word': 'no sound at all', 'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}"
1170,zero
1171,zero
1172,zero
1173,zero
1174,zero
1175,zero
1176,zero
1177,"{'word': 'at this price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1178,"{'word': 'issue of foul smell', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1179,"{'word': 'edges are sharp', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1180,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1181,zero
1182,zero
1183,zero
1184,"{'word': 'thickness of plywood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1185,zero
1186,"{'word': 'fungus on layer of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1187,"{'word': 'delivery in time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1188,"{'word': 'need to clean with a piece of cloth', 'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}"
1189,"{'word': '4 months of usage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1190,zero
1191,zero
1192,zero
1193,"{'word': 'research on', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1194,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1195,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1196,zero
1197,zero
1198,zero
1199,zero
1200,"{'word': 'fix in lot', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1201,"{'word': 'lot of items', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1202,"{'word': 'items inside box', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1203,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1204,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1205,"{'word': 'product with value', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1206,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1207,zero
1208,zero
1209,"{'word': 'product with price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1210,zero
1211,zero
1212,zero
1213,"{'word': 'months of use.quality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1214,"{'word': 'strength of wood', 'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}"
1215,"{'word': 'strength at price', 'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}"
1216,"{'word': 'fades with', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1217,"{'word': 'design at range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1218,zero
1219,"{'word': 'booking.value for money', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1220,"{'word': 'service by leila.decent', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1221,"{'word': 'product for address', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1222,"{'word': 'lot of argument', 'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.3612}"
1223,"{'word': 'bed in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1224,"{'word': 'bed for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1225,zero
1226,"{'word': 'ply of it.just', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1227,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1228,"{'word': 'knowledge of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1229,zero
1230,"{'word': 'shelves in headboard', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1231,"{'word': 'lots of pillows', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1232,"{'word': 'product in flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1233,"{'word': 'delivery by flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1234,zero
1235,zero
1236,zero
1237,zero
1238,zero
1239,zero
1240,zero
1241,zero
1242,zero
1243,zero
1244,zero
1245,zero
1246,zero
1247,zero
1248,zero
1249,"{'word': 'terms of edges', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1250,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1251,"{'word': 'scratches on bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1252,zero
1253,"{'word': 'product at staff', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1254,"{'word': 'delay on delivery', 'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.3182}"
1255,"{'word': 'edges of headboard', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1256,"{'word': 'fungus on surface', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1257,zero
1258,zero
1259,"{'word': 'design in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1260,"{'word': 'room for couples', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1261,"{'word': 'couples with number', 'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}"
1262,"{'word': 'number of kids.but', 'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}"
1263,"{'word': 'provision for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1264,"{'word': 'look of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1265,"{'word': 'bed with looks', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1266,zero
1267,"{'word': 'product within 5months', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1268,zero
1269,zero
1270,zero
1271,zero
1272,zero
1273,zero
1274,zero
1275,"{'word': 'behavior by', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1276,"{'word': 'cracks within months', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1277,"{'word': 'cracks with coverage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1278,zero
1279,zero
1280,zero
1281,zero
1282,zero
1283,zero
1284,zero
1285,zero
1286,"{'word': 'product with price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1287,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1288,"{'word': 'value at point.installation', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1289,"{'word': 'person in situation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1290,"{'word': 'situation of covid19', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1291,zero
1292,zero
1293,zero
1294,"{'word': 'product at range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1295,zero
1296,"{'word': 'quality is poor', 'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}"
1297,"{'word': 'moisture in air', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1298,"{'word': 'format on wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1299,zero
1300,zero
1301,zero
1302,"{'word': 'quality of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1303,zero
1304,"{'word': 'value for product', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1305,zero
1306,zero
1307,zero
1308,zero
1309,zero
1310,"{'word': 'experience for bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1311,"{'word': 'experience for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1312,"{'word': 'decision of purchasing', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1313,"{'word': 'good for money', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
1314,zero
1315,zero
1316,zero
1317,zero
1318,zero
1319,zero
1320,"{'word': 'this.service of flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1321,"{'word': 'confirmation on calls', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1322,zero
1323,zero
1324,zero
1325,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1326,"{'word': 'behavior by debate', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1327,"{'word': 'installation by jeeves', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1328,zero
1329,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1330,"{'word': 'amount for installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1331,zero
1332,zero
1333,zero
1334,"{'word': 'installation by technician', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1335,"{'word': 'worth to buy', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
1336,zero
1337,zero
1338,zero
1339,zero
1340,"{'word': 'time in employ', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1341,"{'word': 'value for money.quality', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1342,"{'word': 'installation average.for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1343,zero
1344,"{'word': 'experience.good in quality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1345,"{'word': 'experience with technician', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1346,zero
1347,zero
1348,zero
1349,zero
1350,"{'word': 'expert at work', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1351,"{'word': 'thanks for service', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
1352,zero
1353,zero
1354,zero
1355,"{'word': 'product for range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1356,zero
1357,zero
1358,"{'word': 'amount of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1359,"{'word': 'purchase from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1360,zero
1361,zero
1362,zero
1363,"{'word': 'behavior from staff', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1364,"{'word': 'picture.worth of penny', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1365,zero
1366,zero
1367,zero
1368,zero
1369,"{'word': 'good for couple', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
1370,"{'word': 'couple of months', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1371,zero
1372,zero
1373,zero
1374,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1375,zero
1376,"{'word': 'bushings at bottom', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1377,zero
1378,zero
1379,zero
1380,"{'word': 'hold of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1381,"{'word': 'progress on issue', 'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}"
1382,zero
1383,zero
1384,zero
1385,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1386,zero
1387,zero
1388,zero
1389,zero
1390,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1391,zero
1392,zero
1393,zero
1394,zero
1395,zero
1396,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1397,zero
1398,zero
1399,zero
1400,zero
1401,"{'word': 'way of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1402,zero
1403,zero
1404,zero
1405,zero
1406,zero
1407,zero
1408,zero
1409,zero
1410,zero
1411,"{'word': 'anandthanks for team', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1412,zero
1413,zero
1414,zero
1415,zero
1416,zero
1417,zero
1418,zero
1419,zero
1420,zero
1421,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1422,zero
1423,zero
1424,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1425,"{'word': 'product from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1426,"{'word': 'product by jeeves', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1427,zero
1428,zero
1429,zero
1430,zero
1431,zero
1432,"{'word': 'kid at home', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1433,"{'word': 'kind of beds', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1434,zero
1435,"{'word': 'product by kumar.he', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1436,"{'word': 'lot of problems', 'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019}"
1437,zero
1438,"{'word': 'installation by guy', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1439,zero
1440,zero
1441,zero
1442,"{'word': 'quality of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1443,zero
1444,"{'word': 'damage in months', 'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}"
1445,zero
1446,"{'word': 'installation by case', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1447,zero
1448,zero
1449,zero
1450,zero
1451,zero
1452,zero
1453,zero
1454,zero
1455,"{'word': 'misbehaviour of technician', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1456,zero
1457,zero
1458,"{'word': 'goodservices by jeeves', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1459,"{'word': 'goodservices by sharma', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1460,"{'word': 'pandemic with care', 'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}"
1461,"{'word': 'work by jeeves', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1462,zero
1463,zero
1464,zero
1465,zero
1466,zero
1467,zero
1468,zero
1469,"{'word': 'product with quality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1470,zero
1471,zero
1472,zero
1473,zero
1474,zero
1475,"{'word': 'patience in installing', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1476,zero
1477,zero
1478,zero
1479,zero
1480,zero
1481,zero
1482,zero
1483,"{'word': 'worthy for invested money', 'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
1484,"{'word': 'quality of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1485,"{'word': 'drop of water', 'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.2732}"
1486,zero
1487,zero
1488,zero
1489,zero
1490,zero
1491,"{'word': 'flipkart for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1492,zero
1493,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1494,zero
1495,zero
1496,zero
1497,zero
1498,zero
1499,zero
1500,"{'word': 'option in price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1501,"{'word': 'product with installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1502,zero
1503,"{'word': 'details of person', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1504,"{'word': 'work in time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1505,"{'word': 'edges of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1506,"{'word': 'technician for bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1507,zero
1508,zero
1509,zero
1510,zero
1511,"{'word': 'quality is very bad', 'neg': 0.558, 'neu': 0.442, 'pos': 0.0, 'compound': -0.5849}"
1512,zero
1513,zero
1514,zero
1515,zero
1516,"{'word': 'product in flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1517,zero
1518,"{'word': 'quality of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1519,zero
1520,"{'word': 'product at price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1521,zero
1522,"{'word': 'worth for money', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
1523,"{'word': 'cheap', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1524,zero
1525,zero
1526,zero
1527,zero
1528,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1529,"{'word': 'product for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1530,"{'word': 'kind of paper', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1531,zero
1532,"{'word': 'damage from waste', 'neg': 0.857, 'neu': 0.143, 'pos': 0.0, 'compound': -0.7184}"
1533,"{'word': 'waste of money.where', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1534,zero
1535,"{'word': 'bugs in home', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1536,zero
1537,zero
1538,"{'word': 'waste of response', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1539,"{'word': 'response from care', 'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}"
1540,zero
1541,zero
1542,zero
1543,zero
1544,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1545,zero
1546,zero
1547,zero
1548,zero
1549,zero
1550,zero
1551,zero
1552,zero
1553,zero
1554,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1555,zero
1556,zero
1557,zero
1558,"{'word': 'values for money', 'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
1559,zero
1560,"{'word': 'photos of fungus', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1561,zero
1562,zero
1563,zero
1564,"{'word': 'delivery to installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1565,zero
1566,zero
1567,zero
1568,zero
1569,zero
1570,zero
1571,zero
1572,zero
1573,"{'word': 'months of waste', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1574,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1575,zero
1576,zero
1577,zero
1578,zero
1579,"{'word': 'top of storage', 'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}"
1580,zero
1581,zero
1582,zero
1583,zero
1584,zero
1585,zero
1586,zero
1587,zero
1588,"{'word': 'flipkart for shipping', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1589,"{'word': 'flipkart on time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1590,zero
1591,zero
1592,zero
1593,zero
1594,zero
1595,zero
1596,zero
1597,"{'word': 'steal at purchase', 'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}"
1598,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1599,zero
1600,zero
1601,"{'word': 'quality of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1602,"{'word': 'strong.kind of ok', 'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}"
1603,"{'word': 'good.lot of storage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1604,zero
1605,zero
1606,zero
1607,zero
1608,zero
1609,zero
1610,zero
1611,"{'word': 'installation within 24hrs', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1612,"{'word': '24hrs of purchase.arputharaj', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1613,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1614,zero
1615,zero
1616,zero
