,0
2213,"{'word': 'experience of delivery', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2214,"{'word': 'experience by flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2215,zero
2216,zero
2217,zero
2218,zero
2219,zero
2220,zero
2221,zero
2222,zero
2223,zero
2224,zero
2225,zero
2226,"{'word': 'awesome at', 'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}"
2227,"{'word': 'price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2228,"{'word': 'thank for product', 'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}"
2229,zero
2230,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2231,zero
2232,zero
2233,zero
2234,zero
2235,zero
2236,zero
2237,zero
2238,zero
2239,zero
2240,zero
2241,zero
2242,zero
2243,"{'word': 'quality of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2244,zero
2245,zero
2246,zero
2247,zero
2248,zero
2249,zero
2250,zero
2251,zero
2252,zero
2253,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2254,zero
2255,zero
2256,"{'word': 'stand in corner', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2257,"{'word': 'stand for support', 'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
2258,zero
2259,zero
2260,zero
2261,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2262,zero
2263,"{'word': 'strike with chair', 'neg': 0.429, 'neu': 0.571, 'pos': 0.0, 'compound': -0.128}"
2264,zero
2265,zero
2266,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2267,zero
2268,zero
2269,zero
2270,"{'word': 'delivery by product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2271,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2272,zero
2273,zero
2274,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2275,zero
2276,zero
2277,zero
2278,zero
2279,zero
2280,zero
2281,"{'word': 'plates of boxes', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2282,"{'word': 'rats inside boxes', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2283,zero
2284,zero
2285,"{'word': 'part of headboardit', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2286,"{'word': 'option for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2287,zero
2288,"{'word': 'accusation of product', 'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25}"
2289,"{'word': 'terms of time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2290,"{'word': 'fear of product', 'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}"
2291,"{'word': 'chance of theft', 'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25}"
2292,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2293,"{'word': 'satisfaction from fitting', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
2294,"{'word': 'life of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2295,zero
2296,zero
2297,zero
2298,zero
2299,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2300,zero
2301,zero
2302,zero
2303,zero
2304,zero
2305,"{'word': 'product in range.hardboard', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2306,"{'word': 'quality of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2307,"{'word': 'lot of trouble', 'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019}"
2308,"{'word': 'knowledge about quality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2309,"{'word': 'rating for value', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2310,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2311,zero
2312,zero
2313,zero
2314,"{'word': 'no description', 'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}"
2315,zero
2316,zero
2317,zero
2318,zero
2319,zero
2320,"{'word': 'product in range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2321,zero
2322,zero
2323,"{'word': 'months of usage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2324,"{'word': 'max of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2325,zero
2326,"{'word': 'product at price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2327,zero
2328,zero
2329,zero
2330,zero
2331,"{'word': 'buy for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2332,"{'word': 'justice with expectations', 'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.5267}"
2333,zero
2334,"{'word': 'worth for money', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
2335,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2336,zero
2337,zero
2338,zero
2339,zero
2340,"{'word': 'edges of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2341,"{'word': 'worth of money', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
2342,zero
2343,zero
2344,zero
2345,zero
2346,"{'word': 'lot of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2347,"{'word': 'experience for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2348,"{'word': 'installation on time same', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2349,zero
2350,"{'word': 'type of furniture', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2351,zero
2352,"{'word': 'value of product', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2353,"{'word': 'bed in price edges', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2354,zero
2355,zero
2356,zero
2357,zero
2358,zero
2359,zero
2360,zero
2361,zero
2362,zero
2363,zero
2364,zero
2365,"{'word': 'thanks for', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
2366,zero
2367,zero
2368,zero
2369,"{'word': 'product at price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2370,zero
2371,zero
2372,"{'word': 'excellent worth for money', 'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}"
2373,zero
2374,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2375,zero
2376,"{'word': 'life of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2377,zero
2378,zero
2379,zero
2380,zero
2381,zero
2382,zero
2383,zero
2384,zero
2385,zero
2386,zero
2387,zero
2388,zero
2389,"{'word': 'product at prices', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2390,zero
2391,zero
2392,"{'word': 'support from personnel', 'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
2393,zero
2394,zero
2395,zero
2396,zero
2397,zero
2398,"{'word': 'product at tag', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2399,"{'word': 'bottom of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2400,"{'word': 'edges of sides', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2401,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2402,zero
2403,zero
2404,zero
2405,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2406,zero
2407,zero
2408,"{'word': 'chance of', 'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.25}"
2409,"{'word': 'plywood on clothes', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2410,zero
2411,zero
2412,"{'word': 'product at price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2413,zero
2414,zero
2415,"{'word': 'bed in value', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2416,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2417,zero
2418,zero
2419,zero
2420,zero
2421,zero
2422,zero
2423,zero
2424,zero
2425,"{'word': 'product at review', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2426,"{'word': 'months of use', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2427,"{'word': 'mistake of life', 'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34}"
2428,zero
2429,"{'word': 'bad experience', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
2430,zero
2431,zero
2432,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2433,zero
2434,zero
2435,zero
2436,zero
2437,zero
2438,zero
2439,zero
2440,"{'word': 'type with side', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2441,"{'word': 'go for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2442,zero
2443,zero
2444,zero
2445,"{'word': 'service in town', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2446,zero
2447,"{'word': 'quality from productdo', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2448,zero
2449,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2450,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2451,zero
2452,zero
2453,zero
2454,"{'word': 'product in price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2455,zero
2456,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2457,"{'word': 'value for product', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2458,zero
2459,zero
2460,"{'word': 'ok in range', 'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}"
2461,zero
2462,zero
2463,zero
2464,zero
2465,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2466,"{'word': 'assembly by technician', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2467,"{'word': 'bent due', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2468,"{'word': 'support at bottom', 'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
2469,"{'word': 'months of use', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2470,"{'word': 'months for product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2471,zero
2472,"{'word': 'specifications for bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2473,zero
2474,zero
2475,zero
2476,"{'word': 'bed in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2477,"{'word': 'half of price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2478,"{'word': 'rating for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2479,"{'word': 'installation on time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2480,zero
2481,zero
2482,zero
2483,zero
2484,zero
2485,zero
2486,zero
2487,"{'word': 'responsibility for product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2488,"{'word': 'doubt about doubt', 'neg': 0.833, 'neu': 0.167, 'pos': 0.0, 'compound': -0.6124}"
2489,"{'word': 'damage on package', 'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}"
2490,"{'word': 'replacement for bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2491,"{'word': 'wood for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2492,zero
2493,zero
2494,"{'word': 'width of cot', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2495,"{'word': 'worth for money', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
2496,"{'word': 'price with', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2497,zero
2498,zero
2499,zero
2500,zero
2501,zero
2502,zero
2503,"{'word': 'bed from company', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2504,"{'word': 'improvement in structure', 'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}"
2505,zero
2506,zero
2507,zero
2508,"{'word': 'packing of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2509,zero
2510,zero
2511,zero
2512,zero
2513,"{'word': 'installation in service', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2514,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2515,"{'word': 'bed with quality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2516,zero
2517,"{'word': 'thanks for flipkart', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
2518,zero
2519,zero
2520,zero
2521,zero
2522,zero
2523,zero
2524,"{'word': 'period of time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2525,"{'word': 'edges of shelves', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2526,zero
2527,"{'word': 'layer of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2528,"{'word': 'request for replacement', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2529,"{'word': 'product by flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2530,"{'word': 'product under price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2531,zero
2532,"{'word': 'price of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2533,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2534,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2535,"{'word': 'value for range', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2536,zero
2537,"{'word': 'wastage of money', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2538,zero
2539,"{'word': 'name of flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2540,"{'word': 'service with installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2541,zero
2542,zero
2543,"{'word': 'product value for installation', 'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}"
2544,zero
2545,zero
2546,"{'word': 'responsibility for quality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2547,zero
2548,"{'word': 'dismantling of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2549,zero
2550,zero
2551,zero
2552,zero
2553,zero
2554,zero
2555,zero
2556,zero
2557,zero
2558,zero
2559,zero
2560,zero
2561,zero
2562,"{'word': 'price of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2563,"{'word': 'range with storage thanks', 'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
2564,"{'word': 'price with cashback', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2565,zero
2566,"{'word': 'value for moneydo', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2567,zero
2568,zero
2569,zero
2570,zero
2571,zero
2572,"{'word': 'loss of', 'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.3182}"
2573,zero
2574,zero
2575,"{'word': 'space in bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2576,"{'word': 'number of storage', 'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}"
2577,"{'word': 'video of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2578,"{'word': 'part of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2579,zero
2580,zero
2581,zero
2582,"{'word': 'mattress on', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2583,zero
2584,zero
2585,"{'word': 'difficulty to', 'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34}"
2586,"{'word': 'difficulty to', 'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34}"
2587,"{'word': 'size of mattress', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2588,"{'word': 'lot with policies', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2589,zero
2590,zero
2591,zero
2592,zero
2593,"{'word': 'experience with flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2594,"{'word': 'authenticity of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2595,zero
2596,"{'word': 'move on', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2597,zero
2598,zero
2599,zero
2600,"{'word': 'product during discount it', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2601,"{'word': 'thing about', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2602,zero
2603,zero
2604,zero
2605,zero
2606,zero
2607,zero
2608,zero
2609,zero
2610,zero
2611,"{'word': 'product at price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2612,zero
2613,zero
2614,zero
2615,zero
2616,zero
2617,"{'word': 'week of delivery', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2618,"{'word': 'delivery of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2619,zero
2620,zero
2621,"{'word': 'product in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2622,"{'word': 'life of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2623,zero
2624,zero
2625,zero
2626,zero
2627,zero
2628,zero
2629,zero
2630,zero
2631,zero
2632,zero
2633,zero
2634,zero
2635,"{'word': 'product on time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2636,zero
2637,zero
2638,zero
2639,zero
2640,zero
2641,"{'word': 'value for delivery', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2642,"{'word': 'service of vendor', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2643,zero
2644,zero
2645,zero
2646,zero
2647,zero
2648,zero
2649,zero
2650,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2651,zero
2652,"{'word': 'bed at price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2653,zero
2654,zero
2655,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2656,"{'word': 'quality of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2657,"{'word': 'value for delivery', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2658,zero
2659,zero
2660,"{'word': 'piece of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2661,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2662,zero
2663,zero
2664,"{'word': 'bolts of products', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2665,"{'word': 'conversation with team', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2666,"{'word': 'particles of plywood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2667,"{'word': 'day by day', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2668,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2669,"{'word': 'product in cost', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2670,zero
2671,zero
2672,"{'word': 'legs in beds', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2673,zero
2674,"{'word': 'bunch of grass', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2675,"{'word': 'days of purchase', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2676,zero
2677,zero
2678,"{'word': 'attention in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2679,zero
2680,"{'word': 'finishing of products', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2681,"{'word': 'installation of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2682,"{'word': 'day after delivery', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2683,"{'word': 'emails.because of installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2684,"{'word': 'installation of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2685,zero
2686,zero
2687,zero
2688,"{'word': 'product for price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2689,"{'word': 'good in sale', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
2690,"{'word': 'sale for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2691,"{'word': 'looks good after discount', 'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
2692,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2693,zero
2694,zero
2695,zero
2696,zero
2697,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2698,zero
2699,"{'word': 'difference with bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2700,zero
2701,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2702,zero
2703,"{'word': 'bed with wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2704,"{'word': 'furniture over furniture', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2705,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2706,"{'word': 'experience in case', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2707,"{'word': 'case of mumbai', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2708,zero
2709,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2710,"{'word': 'packing of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2711,zero
2712,"{'word': 'part of box', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2713,zero
2714,zero
2715,"{'word': 'bed for money', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2716,zero
2717,zero
2718,"{'word': 'product with price value', 'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}"
2719,"{'word': 'product for money', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2720,zero
2721,zero
2722,zero
2723,zero
2724,zero
2725,"{'word': 'excellent service', 'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}"
2726,"{'word': 'awesome design', 'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}"
2727,zero
2728,zero
2729,zero
2730,zero
2731,zero
2732,"{'word': 'bad quality', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
2733,zero
2734,"{'word': 'missing parts', 'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}"
2735,"{'word': 'delayed installation', 'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.2263}"
2736,zero
2737,"{'word': 'good product', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
2738,zero
2739,zero
2740,zero
2741,zero
2742,zero
2743,zero
2744,zero
2745,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2746,zero
2747,zero
2748,zero
2749,"{'word': 'bad experience', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
2750,zero
2751,"{'word': 'quality of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2752,zero
2753,zero
2754,zero
2755,zero
2756,zero
2757,zero
2758,zero
2759,"{'word': 'water damage', 'neg': 0.762, 'neu': 0.238, 'pos': 0.0, 'compound': -0.4939}"
2760,zero
2761,"{'word': 'wood furniture', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2762,zero
2763,zero
2764,zero
2765,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2766,"{'word': 'offer for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2767,"{'word': 'price for product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
